Source,Target,Type,Category,Kind,Sub-kind,Text ID,Time-slot,Language,Material,Relation to archive
PER_53862_73544_73598,PER_18712,Undirected,Social,Close kin,Child-Parent,TM_121,115-88 BCE,Greek,Papyrus,Certain
PER_18713,PER_18714,Undirected,Social,Close kin,Child-Parent,TM_121,115-88 BCE,Greek,Papyrus,Certain
PER_53862_73544_73598,PER_18712,Undirected,Social,Close kin,Child-Parent,TM_122,115-88 BCE,Greek,Papyrus,Certain
PER_19146,PER_19147,Undirected,Social,Close kin,Child-Parent,TM_122,115-88 BCE,Greek,Papyrus,Certain
PER_53862_73544_73598,PER_18712,Undirected,Social,Close kin,Child-Parent,TM_123,115-88 BCE,Greek,Papyrus,Certain
PER_15041,PER_19148,Undirected,Social,Close kin,Child-Parent,TM_123,115-88 BCE,Greek,Papyrus,Certain
PER_73_242437_351540,PER_70_242438_351541,Undirected,Social,Colleague,Scribe,TM_123,115-88 BCE,Greek,Papyrus,Certain
PER_7769,PER_338888,Undirected,Social,Close kin,Child-Parent,TM_124,115-88 BCE,Greek,Papyrus,Certain
PER_8170_78233_160275_242017,PER_398_00398_73649_75696_160705,Undirected,Social,Close kin,Child-Parent,TM_124,115-88 BCE,Greek,Papyrus,Certain
PER_19150,PER_19151,Undirected,Social,Close kin,Child-Parent,TM_124,115-88 BCE,Greek,Papyrus,Certain
PER_8170_78233_160275_242017,PER_19150,Undirected,Social,Colleague,Military,TM_124,115-88 BCE,Greek,Papyrus,Certain
PER_19152,PER_359_11831_73600,Undirected,Social,Neighbour,Abutting property,TM_125,115-88 BCE,Greek,Papyrus,Certain
PER_19152,PER_367,Undirected,Social,Neighbour,Abutting property,TM_125,115-88 BCE,Greek,Papyrus,Certain
PER_19152,PER_377,Undirected,Social,Neighbour,Abutting property,TM_125,115-88 BCE,Greek,Papyrus,Certain
PER_359_11831_73600,PER_367,Undirected,Social,Neighbour,Abutting property,TM_125,115-88 BCE,Greek,Papyrus,Certain
PER_359_11831_73600,PER_377,Undirected,Social,Neighbour,Abutting property,TM_125,115-88 BCE,Greek,Papyrus,Certain
PER_367,PER_359_11831_73600,Undirected,Social,Neighbour,Adjacent property,TM_125,115-88 BCE,Greek,Papyrus,Certain
PER_377,PER_359_11831_73600,Undirected,Social,Neighbour,Adjacent property,TM_125,115-88 BCE,Greek,Papyrus,Certain
PER_19152,PER_19153,Undirected,Social,Close kin,Child-Parent,TM_125,115-88 BCE,Greek,Papyrus,Certain
PER_359_11831_73600,PER_8170_78233_160275_242017,Undirected,Social,Close kin,Child-Parent,TM_125,115-88 BCE,Greek,Papyrus,Certain
PER_367,PER_368,Undirected,Social,Close kin,Child-Parent,TM_125,115-88 BCE,Greek,Papyrus,Certain
PER_377,PER_376,Undirected,Social,Close kin,Child-Parent,TM_125,115-88 BCE,Greek,Papyrus,Certain
PER_53862_73544_73598,PER_18712,Undirected,Social,Close kin,Child-Parent,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_19298,PER_19157,Undirected,Social,Close kin,Child-Parent,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_19156,PER_19157,Undirected,Social,Close kin,Child-Parent,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_19298,PER_19156,Undirected,Social,Close kin,Sibling,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_19299,PER_19300,Undirected,Social,Close kin,Child-Parent,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_118_12385,PER_327,Undirected,Social,Close kin,Sibling,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_350,PER_351,Undirected,Social,Close kin,Child-Parent,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_348,PER_349,Undirected,Social,Close kin,Child-Parent,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_343,PER_344,Undirected,Social,Close kin,Child-Parent,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_19298,PER_327,Undirected,Social,Neighbour,Abutting property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_19298,PER_350,Undirected,Social,Neighbour,Abutting property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_19298,PER_348,Undirected,Social,Neighbour,Abutting property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_19298,PER_343,Undirected,Social,Neighbour,Abutting property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_19298,PER_118_12385,Undirected,Social,Neighbour,Abutting property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_19156,PER_327,Undirected,Social,Neighbour,Abutting property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_19156,PER_350,Undirected,Social,Neighbour,Abutting property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_19156,PER_348,Undirected,Social,Neighbour,Abutting property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_19156,PER_343,Undirected,Social,Neighbour,Abutting property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_19156,PER_118_12385,Undirected,Social,Neighbour,Abutting property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_53862_73544_73598,PER_327,Undirected,Social,Neighbour,Abutting property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_53862_73544_73598,PER_350,Undirected,Social,Neighbour,Abutting property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_53862_73544_73598,PER_348,Undirected,Social,Neighbour,Abutting property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_53862_73544_73598,PER_343,Undirected,Social,Neighbour,Abutting property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_53862_73544_73598,PER_118_12385,Undirected,Social,Neighbour,Abutting property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_118_12385,PER_343,Undirected,Social,Neighbour,Adjacent property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_118_12385,PER_348,Undirected,Social,Neighbour,Adjacent property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_118_12385,PER_350,Undirected,Social,Neighbour,Adjacent property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_327,PER_343,Undirected,Social,Neighbour,Adjacent property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_327,PER_348,Undirected,Social,Neighbour,Adjacent property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_327,PER_350,Undirected,Social,Neighbour,Adjacent property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_343,PER_348,Undirected,Social,Neighbour,Adjacent property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_343,PER_350,Undirected,Social,Neighbour,Adjacent property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_348,PER_350,Undirected,Social,Neighbour,Adjacent property,TM_126,115-88 BCE,Greek,Papyrus,Certain
PER_8170_78233_160275_242017,PER_398_00398_73649_75696_160705,Undirected,Social,Close kin,Child-Parent,TM_127,115-88 BCE,Greek,Papyrus,Certain
PER_334,PER_335,Undirected,Social,Close kin,Child-Parent,TM_127,115-88 BCE,Greek,Papyrus,Certain
PER_160276,PER_161713,Undirected,Social,Close kin,Child-Parent,TM_127,115-88 BCE,Greek,Papyrus,Certain
PER_73_242437_351540,PER_70_242438_351541,Undirected,Social,Colleague,Scribe,TM_127,115-88 BCE,Greek,Papyrus,Certain
PER_123_292979,PER_122,Undirected,Social,Colleague,Administrative,TM_127,115-88 BCE,Greek,Papyrus,Certain
PER_8170_78233_160275_242017,PER_334,Undirected,Social,Neighbour,Abutting property,TM_127,115-88 BCE,Greek,Papyrus,Certain
PER_160276,PER_8170_78233_160275_242017,Undirected,Social,Neighbour,Abutting property,TM_127,115-88 BCE,Greek,Papyrus,Certain
PER_160276,PER_334,Undirected,Social,Neighbour,Abutting property,TM_127,115-88 BCE,Greek,Papyrus,Certain
PER_8170_78233_160275_242017,PER_334,Undirected,Social,Neighbour,Adjacent property,TM_127,115-88 BCE,Greek,Papyrus,Certain
PER_73_242437_351540,PER_70_242438_351541,Undirected,Social,Colleague,Scribe,TM_128,115-88 BCE,Greek,Papyrus,Certain
PER_19302_242253_242250,PER_19303_242251,Undirected,Social,Close kin,Child-Parent,TM_128,115-88 BCE,Greek,Papyrus,Certain
PER_354,PER_355,Undirected,Social,Close kin,Child-Parent,TM_128,115-88 BCE,Greek,Papyrus,Certain
PER_8170_78233_160275_242017,PER_398_00398_73649_75696_160705,Undirected,Social,Close kin,Child-Parent,TM_128,115-88 BCE,Greek,Papyrus,Certain
PER_275,PER_276,Undirected,Social,Colleague,Administrative,TM_128,115-88 BCE,Greek,Papyrus,Certain
PER_19302_242253_242250,PER_354,Undirected,Social,Neighbour,Abutting property,TM_128,115-88 BCE,Greek,Papyrus,Certain
PER_19302_242253_242250,PER_242252,Undirected,Social,Neighbour,Abutting property,TM_128,115-88 BCE,Greek,Papyrus,Certain
PER_8170_78233_160275_242017,PER_354,Undirected,Social,Neighbour,Abutting property,TM_128,115-88 BCE,Greek,Papyrus,Certain
PER_8170_78233_160275_242017,PER_242252,Undirected,Social,Neighbour,Abutting property,TM_128,115-88 BCE,Greek,Papyrus,Certain
PER_354,PER_242252,Undirected,Social,Neighbour,Adjacent property,TM_128,115-88 BCE,Greek,Papyrus,Certain
PER_378_65566_75620,PER_19319_57952_72266_328763,Undirected,Social,Close kin,Child-Parent,TM_129,115-88 BCE,Greek,Papyrus,Uncertain
PER_380,PER_379_19628,Undirected,Social,Close kin,Child-Parent,TM_129,115-88 BCE,Greek,Papyrus,Uncertain
PER_53862_73544_73598,PER_18712,Undirected,Social,Close kin,Child-Parent,TM_129,115-88 BCE,Greek,Papyrus,Uncertain
PER_8170_78233_160275_242017,PER_398_00398_73649_75696_160705,Undirected,Social,Close kin,Child-Parent,TM_129,115-88 BCE,Greek,Papyrus,Uncertain
PER_378_65566_75620,PER_314,Undirected,Social,Neighbour,Abutting property,TM_129,115-88 BCE,Greek,Papyrus,Uncertain
PER_378_65566_75620,PER_322,Undirected,Social,Neighbour,Abutting property,TM_129,115-88 BCE,Greek,Papyrus,Uncertain
PER_378_65566_75620,PER_9180_11647_242446,Undirected,Social,Neighbour,Abutting property,TM_129,115-88 BCE,Greek,Papyrus,Uncertain
PER_53862_73544_73598,PER_314,Undirected,Social,Neighbour,Abutting property,TM_129,115-88 BCE,Greek,Papyrus,Uncertain
PER_53862_73544_73598,PER_322,Undirected,Social,Neighbour,Abutting property,TM_129,115-88 BCE,Greek,Papyrus,Uncertain
PER_53862_73544_73598,PER_9180_11647_242446,Undirected,Social,Neighbour,Abutting property,TM_129,115-88 BCE,Greek,Papyrus,Uncertain
PER_9180_11647_242446,PER_41_19094_79378_79421_242439_351544,Undirected,Social,Close kin,Child-Parent,TM_129,115-88 BCE,Greek,Papyrus,Uncertain
PER_314,PER_9180_11647_242446,Undirected,Social,Neighbour,Adjacent property,TM_129,115-88 BCE,Greek,Papyrus,Uncertain
PER_322,PER_9180_11647_242446,Undirected,Social,Neighbour,Adjacent property,TM_129,115-88 BCE,Greek,Papyrus,Uncertain
PER_11276_339203,PER_339204,Undirected,Social,Close kin,Child-Parent,TM_129,115-88 BCE,Greek,Papyrus,Uncertain
PER_19320,PER_49,Undirected,Social,Close kin,Child-Parent,TM_129,115-88 BCE,Greek,Papyrus,Uncertain
PER_6715,PER_65750,Undirected,Social,Close kin,Child-Parent,TM_130,Unknown,Demotic,Papyrus,Certain
PER_53861_54564_73592_73595_73602_76408,PER_54452_73543_78230,Undirected,Social,Close kin,Child-Parent,TM_130,Unknown,Demotic,Papyrus,Certain
PER_53861_54564_73592_73595_73602_76408,PER_53862_73544_73598,Undirected,Social,Close kin,Child-Parent,TM_130,Unknown,Demotic,Papyrus,Certain
PER_54452_73543_78230,PER_53862_73544_73598,Undirected,Social,Close kin,Child-Parent,TM_130,Unknown,Demotic,Papyrus,Certain
PER_5893,PER_19355,Undirected,Social,Close kin,Child-Parent,TM_131,115-88 BCE,Greek,Papyrus,Certain
PER_53862_73544_73598,PER_18712,Undirected,Social,Close kin,Child-Parent,TM_131,115-88 BCE,Greek,Papyrus,Certain
PER_55,PER_61,Undirected,Social,Colleague,Scribe,TM_131,115-88 BCE,Greek,Papyrus,Certain
PER_5893,PER_345,Undirected,Social,Neighbour,Abutting property,TM_131,115-88 BCE,Greek,Papyrus,Certain
PER_5893,PER_357,Undirected,Social,Neighbour,Abutting property,TM_131,115-88 BCE,Greek,Papyrus,Certain
PER_53862_73544_73598,PER_345,Undirected,Social,Neighbour,Abutting property,TM_131,115-88 BCE,Greek,Papyrus,Certain
PER_53862_73544_73598,PER_357,Undirected,Social,Neighbour,Abutting property,TM_131,115-88 BCE,Greek,Papyrus,Certain
PER_5893,PER_19355,Undirected,Social,Close kin,Child-Parent,TM_132,115-88 BCE,Greek,Papyrus,Certain
PER_53862_73544_73598,PER_18712,Undirected,Social,Close kin,Child-Parent,TM_132,115-88 BCE,Greek,Papyrus,Certain
PER_55,PER_61,Undirected,Social,Colleague,Scribe,TM_132,115-88 BCE,Greek,Papyrus,Certain
PER_5893,PER_19355,Undirected,Social,Close kin,Child-Parent,TM_133,115-88 BCE,Greek,Papyrus,Certain
PER_53862_73544_73598,PER_18712,Undirected,Social,Close kin,Child-Parent,TM_133,115-88 BCE,Greek,Papyrus,Certain
PER_55,PER_61,Undirected,Social,Colleague,Scribe,TM_133,115-88 BCE,Greek,Papyrus,Certain
PER_121,PER_256,Undirected,Social,Colleague,Administrative,TM_134,140-116 BCE,Greek,Papyrus,Certain
PER_8170_78233_160275_242017,PER_398_00398_73649_75696_160705,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_398_00398_73649_75696_160705,PER_41_19094_79378_79421_242439_351544,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_398_00398_73649_75696_160705,PER_73644,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_41_19094_79378_79421_242439_351544,PER_73644,Undirected,Social,Close kin,Spouse,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_10061,PER_8170_78233_160275_242017,Undirected,Social,Colleague,Military,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_8170_78233_160275_242017,PER_398_00398_73649_75696_160705,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_8170_78233_160275_242017,PER_80759,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_398_00398_73649_75696_160705,PER_80759,Undirected,Social,Close kin,Spouse,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_73646,PER_78263,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_73647,PER_78264,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_398_00398_73649_75696_160705,PER_73648,Undirected,Social,Close kin,Spouse,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_73648,PER_78265,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_73648,PER_80760,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_78265,PER_80760,Undirected,Social,Close kin,Spouse,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_163_116635,PER_164_116634,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_398_00398_73649_75696_160705,PER_73646,Undirected,Social,Neighbour,Abutting property,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_398_00398_73649_75696_160705,PER_73647,Undirected,Social,Neighbour,Abutting property,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_8170_78233_160275_242017,PER_73646,Undirected,Social,Neighbour,Abutting property,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_8170_78233_160275_242017,PER_73647,Undirected,Social,Neighbour,Abutting property,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_73646,PER_73647,Undirected,Social,Neighbour,Adjacent property,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_48490,PER_48491,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_48492,PER_48493,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_48494,PER_48495,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_48496,PER_48497,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_48498,PER_48499,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_48500,PER_48501,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_48502,PER_48503,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_48504,PER_48505,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_48506,PER_48507,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_48508,PER_48509,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_48510,PER_48511,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_48512,PER_48513,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_48514,PER_48515,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
ID_1,ID_2,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
ID_3,ID_4,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
ID_5,ID_6,Undirected,Social,Close kin,Child-Parent,TM_134,140-116 BCE,Demotic,Papyrus,Certain
PER_8170_78233_160275_242017,PER_398_00398_73649_75696_160705,Undirected,Social,Close kin,Child-Parent,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_65579,PER_54452_73543_78230,Undirected,Social,Close kin,Child-Parent,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_65579,PER_53862_73544_73598,Undirected,Social,Close kin,Child-Parent,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_54452_73543_78230,PER_53862_73544_73598,Undirected,Social,Close kin,Spouse,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_163_116635,PER_164_116634,Undirected,Social,Close kin,Child-Parent,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_46284,PER_46285,Undirected,Social,Close kin,Child-Parent,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_274_46286_117895_242281_390602,PER_51_19304_46287_53602_63456_117894_242284_393017,Undirected,Social,Close kin,Child-Parent,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_46288,PER_46289,Undirected,Social,Close kin,Child-Parent,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_46290,PER_46291,Undirected,Social,Close kin,Child-Parent,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_55,PER_47_19305_54204_69378,Undirected,Social,Close kin,Child-Parent,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_46294,PER_46295,Undirected,Social,Close kin,Child-Parent,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_46296,PER_46297,Undirected,Social,Close kin,Child-Parent,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_46298,PER_46299,Undirected,Social,Close kin,Child-Parent,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_46300,PER_46301,Undirected,Social,Close kin,Child-Parent,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_46302,PER_46303,Undirected,Social,Close kin,Child-Parent,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_46304,PER_46305,Undirected,Social,Close kin,Child-Parent,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_271_46306,PER_267_46307_46309_51490_74642_79408_116632_117847,Undirected,Social,Close kin,Child-Parent,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_270_46308,PER_267_46307_46309_51490_74642_79408_116632_117847,Undirected,Social,Close kin,Child-Parent,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_118084,PER_46310,Undirected,Social,Close kin,Child-Parent,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_46311,PER_46312,Undirected,Social,Close kin,Child-Parent,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_46313,PER_46314,Undirected,Social,Close kin,Child-Parent,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_10061,PER_8170_78233_160275_242017,Undirected,Social,Colleague,Military,TM_135,140-116 BCE,Demotic,Papyrus,Certain
PER_11838,PER_65580,Undirected,Social,Close kin,Child-Parent,TM_136,115-88 BCE,Demotic,Papyrus,Certain
PER_11838,PER_65581,Undirected,Social,Close kin,Child-Parent,TM_136,115-88 BCE,Demotic,Papyrus,Certain
PER_65580,PER_65581,Undirected,Social,Close kin,Spouse,TM_136,115-88 BCE,Demotic,Papyrus,Certain
PER_65582,PER_72270,Undirected,Social,Close kin,Child-Parent,TM_136,115-88 BCE,Demotic,Papyrus,Certain
PER_65582,PER_72769,Undirected,Social,Close kin,Child-Parent,TM_136,115-88 BCE,Demotic,Papyrus,Certain
PER_72270,PER_72769,Undirected,Social,Close kin,Spouse,TM_136,115-88 BCE,Demotic,Papyrus,Certain
PER_163_116635,PER_164_116634,Undirected,Social,Close kin,Child-Parent,TM_136,115-88 BCE,Demotic,Papyrus,Certain
PER_46315_49600_51296,PER_46316_49601_51297,Undirected,Social,Close kin,Child-Parent,TM_136,115-88 BCE,Demotic,Papyrus,Certain
